[Header]
; MPMS3 Data File (default extension .dat)
; Copyright (c) 2007, Quantum Design, Inc. All rights reserved.

This is an example Quantum Design data file. The data was generated with:
MagentroData.sim_data(np.linspace(1., 100., 100), np.linspace(20., 100., 5), sigma_m=5e-5, random_seed=0)

... (other info)

INFO,0.10,SAMPLE_MASS

... (other info)

[Data]
Comment,Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu)
,1.0000001257302211,20.00000129289305,0.002023237620999843,5e-05
,1.9999998678951367,20.000000453671266,0.001977035133203755,5e-05
,3.0000006404226505,19.999998309840056,0.0019691176468353954,5e-05
,4.000000104900117,19.999999271804974,0.0019703462809422924,5e-05
,4.999999464330627,20.000001232303404,0.0018861314508571284,5e-05
,6.000000361595055,20.000000298335245,0.0019322008810676505,5e-05
,7.000001304000045,19.999999990141063,0.0019009373434497143,5e-05
,8.000000947080963,20.000000441200594,0.0019555461883546247,5e-05
,8.999999296264765,20.00000072104895,0.0019152194059520718,5e-05
,9.99999873457853,19.999999291534763,0.0019367815210710388,5e-05
,10.999999376725537,19.99999970959992,0.0019315002855361302,5e-05
,12.000000041325979,20.00000014291365,0.001929736707017919,5e-05
,12.999997674969226,19.99999945604228,0.0019258136002359494,5e-05
,13.999999781208336,19.999999866548443,0.0018907299688582751,5e-05
,14.999998754089052,20.000001297871762,0.0018662471784268993,5e-05
,15.999999267732646,19.999999032180135,0.0018811287696867737,5e-05
,16.999999455741015,20.00000192666271,0.001963126289986999,5e-05
,17.999999683699844,20.000001879344378,0.001923269366757648,5e-05
,19.000000411630538,19.99999828656056,0.0019287391021024737,5e-05
,20.000001042513368,19.999999858977336,0.0019630510172119003,5e-05
,20.999999871465338,20.00000034269157,0.00182959133686584,5e-05
,22.000001366463472,19.99999923912891,0.0019084428168062522,5e-05
,22.999999334805327,19.999999258919495,0.0018234749315201469,5e-05
,24.00000035151007,19.999999762584302,0.0018547323252625597,5e-05
,25.00000090347018,20.000000739178088,0.001889861196084718,5e-05
,26.000000094012297,19.999999488666163,0.0019405975770654701,5e-05
,26.99999925650075,20.00000182669381,0.0018150933235283838,5e-05
,27.999999078274623,20.000000289974004,0.0018439411467899344,5e-05
,28.999999542274175,19.999999897424715,0.0019012071693855026,5e-05
,30.000000220195123,20.000001449259685,0.0017639399303085003,5e-05
,30.999998990381815,20.000000626281196,0.0018519857641140704,5e-05
,31.999999790824425,20.000000369286777,0.0018144327449810538,5e-05
,32.99999984077499,19.999999668859616,0.0017823540056812295,5e-05
,34.00000054084558,20.000001813985612,0.0018311022211315617,5e-05
,35.000000214659124,20.00000081182159,0.0018517065947080366,5e-05
,36.00000035537271,19.999999796588664,0.001775521847090231,5e-05
,36.99999934617139,19.99999842280085,0.001840387606834219,5e-05
,37.99999987038637,20.000000372951543,0.0018315259433903735,5e-05
,39.00000078397547,19.999998856259907,0.001763549328159344,5e-05
,40.00000149343114,19.999998284054048,0.001907499544492146,5e-05
,40.999998740934466,19.999999720848493,0.0018899961771460855,5e-05
,42.00000151392378,20.000000281471102,0.0017997163033969111,5e-05
,43.000001345875425,20.000001282481232,0.0018221632461232595,5e-05
,44.0000007813114,20.000000282451825,0.00190038808733795,5e-05
,45.00000026445563,20.00000080601953,0.0018489709518430767,5e-05
,45.99999968607719,19.999998774117294,0.0017951223133183055,5e-05
,47.000001458020684,19.999999977467823,0.0019542775391040183,5e-05
,48.00000196025832,20.00000012421132,0.001918204819731002,5e-05
,49.00000180163487,20.000000862246186,0.0020300586905778314,5e-05
,50.000001315103766,20.000000116060672,0.0019702888519171386,5e-05
,51.00000035738041,20.000000804078958,0.00198015261193525,5e-05
,51.99999879168137,19.99999949580075,0.002132665560309463,5e-05
,52.99999999554586,20.000000357954907,0.0019984666521083564,5e-05
,54.00000065647494,20.000000414866403,0.001976968503373129,5e-05
,54.99999871163853,19.999998750224275,0.0020524681940927414,5e-05
,56.00000039512206,20.000000175538627,0.002112744154612419,5e-05
,57.0000004298637,19.999999679637472,0.0020106848899441045,5e-05
,58.000000696042726,19.99999809591205,0.002034082995394231,5e-05
,58.99999881588203,20.00000095840668,0.0021096530571096173,5e-05
,59.99999933829743,19.99999963814132,0.0019316368436959662,5e-05
,60.99999956356475,19.99999914760994,0.002037469510442308,5e-05
,61.999998830198095,19.999999622683255,0.0021283621687428578,5e-05
,63.000001739367875,20.000000138200303,0.00205129440131804,5e-05
,63.999999504089274,20.000001507909484,0.0019866399833619757,5e-05
,65.00000032896963,19.9999998340668,0.002146659132394079,5e-05
,65.99999974142746,20.000000472407496,0.00195721949065153,5e-05
,67.00000158347288,20.000001373579376,0.0019738317226520048,5e-05
,68.000001320361,20.00000053355053,0.0019485221571159163,5e-05
,69.00000063335263,20.000001068564156,0.0019334740880985327,5e-05
,69.99999779649012,19.999999523490143,0.0018681699243472507,5e-05
,71.00000005202898,20.000000771049326,0.0018353392274310268,5e-05
,72.0000006836862,19.999999942024,0.00179073016582594,5e-05
,73.00000100396157,20.000001074411237,0.0017280879848528866,5e-05
,73.99999938209295,19.99999899644043,0.0016781758944463617,5e-05
,75.00000182201137,19.99999922044225,0.001492649444305252,5e-05
,75.99999867956903,20.000001268731573,0.0015692280087285522,5e-05
,76.99999933847198,19.999999803916026,0.0014105514614311575,5e-05
,78.00000093504998,19.999999641039352,0.0013045986588366438,5e-05
,79.00000004905462,20.00000007757242,0.0014132496653616153,5e-05
,80.00000200239258,19.99999931050254,0.001210780792317292,5e-05
,81.0000001885192,20.00000133194137,0.001215056641464495,5e-05
,81.99999936680591,19.99999875083735,0.0010990560674165228,5e-05
,82.99999962243649,19.999999849402002,0.0010364433034628813,5e-05
,83.99999890885388,20.000000346952785,0.001028699672745867,5e-05
,84.99999872231983,19.999999895552932,0.0008880846502886606,5e-05
,86.00000063041149,19.999999197712455,0.0008972492354175588,5e-05
,87.0000005811658,19.999999131610803,0.0008381718257858452,5e-05
,88.00000129455881,20.000000425394425,0.0008204936210628491,5e-05
,88.9999992453942,19.99999896951955,0.0006913668524915474,5e-05
,90.00000168910745,20.000000646242707,0.0007092965870908097,5e-05
,90.9999997126123,19.999998475851637,0.0006947415323404974,5e-05
,92.00000157440827,19.999999445016904,0.0006427531281930695,5e-05
,92.99999956721415,20.000000036306023,0.0005503935001080217,5e-05
,93.9999992645167,19.999998747848057,0.0005041290875508768,5e-05
,95.00000024978537,20.000000652010865,0.0005875585599409679,5e-05
,96.00000103145308,19.999999981461187,0.0005228431182199042,5e-05
,97.00000016100958,19.99999896392632,0.0003416659872034834,5e-05
,97.99999941447118,19.99999848111177,0.00039741993633898593,5e-05
,98.99999865878029,19.999998434410628,0.00035491607812901795,5e-05
,99.99999859847979,20.000000051033947,0.0003041957411412675,5e-05
,1.0000005026828498,39.99999884316989,0.003935922835346792,5e-05
,2.0000009897130333,39.9999986351204,0.003948305683992019,5e-05
,2.9999998357054074,39.99999976877407,0.003966200299897189,5e-05
,3.9999989256351416,40.00000227750053,0.003925434418788344,5e-05
,5.000000873042152,40.00000027754036,0.003926388344273095,5e-05
,5.999998719606055,40.00000076291883,0.003973640171920654,5e-05
,6.999999286931905,40.00000021271835,0.003914279341953162,5e-05
,8.000000621017854,40.00000078298216,0.003919725922564134,5e-05
,8.999997749858826,39.99999865691135,0.003935786824508024,5e-05
,10.000000386369598,39.99999956948803,0.003961458390639879,5e-05
,10.999999418359163,40.00000026135085,0.0039343902203594,5e-05
,12.000000109279698,39.99999998208318,0.0038848720257080543,5e-05
,12.999999924298473,39.99999980800678,0.0038691169302354955,5e-05
,14.000000202114395,39.99999933412392,0.0037900191682434517,5e-05
,15.000000694171936,39.9999997416169,0.0038580561057378906,5e-05
,15.999999241630249,39.99999922580218,0.0037836569151337013,5e-05
,17.000001420982024,39.99999757816698,0.0037762198028363685,5e-05
,18.000000726093788,39.99999880549156,0.003851740008958649,5e-05
,19.00000084373266,40.00000047565294,0.0038059150965082263,5e-05
,20.00000116486398,40.00000155707796,0.0038262785998115227,5e-05
,21.00000078758822,40.00000181358017,0.0037631051383976576,5e-05
,22.00000084407868,40.00000009675174,0.003846433777962086,5e-05
,23.00000007559361,40.00000089338362,0.0037856991456968925,5e-05
,23.99999857322615,40.00000090797791,0.003830338829072663,5e-05
,24.9999998649549,39.999999307740815,0.003797465015678983,5e-05
,25.99999923048536,39.99999830206017,0.003765392516407779,5e-05
,26.999998577258232,40.00000003088732,0.0037271370950703944,5e-05
,28.00000025845279,39.999998237799005,0.003747268036929718,5e-05
,28.999999431450547,39.99999968007039,0.0037825144061669337,5e-05
,29.999998970195563,40.000000608117084,0.0037722997609629734,5e-05
,30.99999895699892,39.99999857993051,0.0036749019682549328,5e-05
,32.00000026841708,40.00000003229538,0.0037842563612465116,5e-05
,33.00000035867195,40.000001240018115,0.003721641633509394,5e-05
,34.00000132245747,40.00000036151248,0.0037735628851128214,5e-05
,34.999999986085335,40.0000005223217,0.0036994828294775683,5e-05
,36.00000104183976,40.00000090674041,0.003768867927805839,5e-05
,37.00000140226483,40.00000173296307,0.003700753914195116,5e-05
,38.00000115016564,40.00000015142308,0.003751541196269907,5e-05
,38.99999763469609,40.00000122950086,0.0037353924513345597,5e-05
,40.00000122868372,39.999999935830786,0.003741771994031367,5e-05
,41.00000033962001,39.99999945383119,0.0037337744413716276,5e-05
,42.000000423771354,40.00000031482097,0.0037604900667241206,5e-05
,43.000000371227415,39.99999939418715,0.00368688654169562,5e-05
,44.00000038275716,39.99999942687079,0.0038228126949357566,5e-05
,45.00000031941422,39.99999939225937,0.00383104100881615,5e-05
,45.99999964108669,39.999997704575804,0.003763264517882444,5e-05
,46.9999980983647,40.00000010549948,0.003716873068718682,5e-05
,47.999999891085274,39.99999873616464,0.003751515961776013,5e-05
,48.99999919626815,39.99999989273088,0.0038262703576980965,5e-05
,50.000001080163415,40.00000144996878,0.003801768554845258,5e-05
,50.99999971123349,39.999999478999676,0.003743172492588873,5e-05
,52.000000083475356,39.99999945799084,0.0037864003566953843,5e-05
,52.999999150394046,40.000001363909384,0.0036680465470519436,5e-05
,53.99999948937753,40.00000054630576,0.003662944164209688,5e-05
,54.99999998846694,40.0000009765271,0.0036853220302699155,5e-05
,55.999998514624814,39.999999644708765,0.0036191245489622824,5e-05
,57.000000300685116,40.00000074808321,0.0035509240450353756,5e-05
,57.99999989392774,39.99999931383141,0.0034052813167596845,5e-05
,58.9999988142802,39.999999323998274,0.0035089698804245126,5e-05
,59.999997601767134,40.00000059624428,0.003430200370654559,5e-05
,61.000000513052136,39.99999940162683,0.003259705315420825,5e-05
,61.99999970241596,40.00000076711854,0.0033041661170662424,5e-05
,62.999999469991586,40.00000239168453,0.003195497874433528,5e-05
,63.99999976384537,39.99999831384746,0.003127369873721573,5e-05
,65.00000181647594,39.99999924779562,0.0030734876536662255,5e-05
,65.99999995019903,40.00000112014618,0.002898118235670351,5e-05
,67.00000008661927,39.99999985492183,0.002876301954046462,5e-05
,67.99999851292714,40.00000116108985,0.0027775300982397686,5e-05
,69.00000164733906,39.999998989935726,0.0026819278706634747,5e-05
,70.00000091748798,40.000000331344175,0.002624575354847466,5e-05
,71.00000106693487,39.99999984944368,0.0024736602136746265,5e-05
,72.00000004767273,40.00000014037072,0.002310210674013892,5e-05
,73.00000091665478,40.00000033111602,0.0023259699707565006,5e-05
,74.00000037094684,39.99999877999364,0.0020791925723746257,5e-05
,75.00000061318907,39.99999892586251,0.0020111854318846174,5e-05
,75.99999984780705,40.000001399244006,0.0018875844212373723,5e-05
,76.99999852611205,40.00000029321371,0.0018342973070046306,5e-05
,78.00000102885434,40.000000106346334,0.0017996810950882448,5e-05
,78.99999806504036,39.999999955925276,0.0017194137389938333,5e-05
,79.99999976006333,40.0000003565425,0.001589731741746052,5e-05
,80.9999997954775,39.99999884406326,0.00145139856883898,5e-05
,81.99999895713987,39.99999900097267,0.0013729318015526413,5e-05
,83.00000061312313,40.000001304508245,0.0012927325572316042,5e-05
,83.99999979967029,40.00000015127522,0.0012964054248229796,5e-05
,84.99999956313168,40.00000085030087,0.0011329141014788178,5e-05
,86.00000051984173,39.999999394335994,0.0011545299473498085,5e-05
,86.99999952342095,40.00000137672538,0.0010462675427337672,5e-05
,88.00000138897998,40.00000034527841,0.0009965434546215291,5e-05
,89.00000035145507,40.00000048124582,0.0010069172011742198,5e-05
,89.99999952566701,40.00000054872934,0.0008541807271680578,5e-05
,90.99999805573502,39.99999920299076,0.0009107415388861817,5e-05
,91.9999986922468,39.99999813427914,0.0007098382083966987,5e-05
,93.00000108683078,39.99999892519733,0.0006945272971541864,5e-05
,93.99999994939594,40.00000163052286,0.0006149478051893053,5e-05
,94.99999971687494,40.00000130068397,0.0006171259441238826,5e-05
,96.00000164325161,39.99999965307863,0.000646553489615632,5e-05
,96.99999871735075,39.99999969832367,0.0006194419650790972,5e-05
,97.9999994143422,40.00000103660588,0.0005651028400189633,5e-05
,98.99999952741233,39.999999831590124,0.0005322568863562772,5e-05
,100.00000058633728,39.99999870074013,0.00043117824670160597,5e-05
,0.9999993364648017,60.00000126554309,0.005827671602717364,5e-05
,1.9999993865821515,60.00000047717858,0.00590314193738526,5e-05
,2.999998394850603,59.99999748366029,0.005949014534197689,5e-05
,4.000000729349404,59.99999968680989,0.005856844660872581,5e-05
,5.000000806139359,60.000000143670206,0.0058048133588465166,5e-05
,5.999999523623252,60.00000048124683,0.005784547153905366,5e-05
